date,close,volume,COMEX Cu $/MT,volume cu in MT
3/3/2008,3.930999994277954,1407,8666.36,15955.0
3/4/2008,3.8269999027252197,787,8437.08,8925.0
3/5/2008,3.989500045776367,623,8795.33,7065.0
3/6/2008,3.9144999980926514,515,8629.98,5840.0
3/7/2008,3.931999921798706,685,8668.57,7768.0
3/10/2008,3.808500051498413,457,8396.3,5182.0
3/11/2008,3.7990000247955322,465,8375.35,5273.0
3/12/2008,3.8515000343322754,462,8491.09,5239.0
3/13/2008,3.8399999141693115,431,8465.74,4888.0
3/14/2008,3.8469998836517334,437,8481.17,4956.0
3/17/2008,3.7119998931884766,639,8183.55,7246.0
3/18/2008,3.7704999446868896,557,8312.52,6316.0
3/19/2008,3.6594998836517334,426,8067.81,4831.0
3/20/2008,3.6110000610351562,500,7960.88,5670.0
3/24/2008,3.6549999713897705,284,8057.89,3221.0
3/25/2008,3.69950008392334,492,8155.99,5579.0
3/26/2008,3.750999927520752,576,8269.53,6532.0
3/27/2008,3.9035000801086426,555,8605.73,6294.0
3/28/2008,3.8559999465942383,287,8501.01,3255.0
3/31/2008,3.8635001182556152,414,8517.55,4695.0
4/1/2008,3.8259999752044678,291,8434.88,3300.0
4/2/2008,3.8884999752044678,328,8572.66,3720.0
4/3/2008,3.9240000247955322,212,8650.93,2404.0
4/4/2008,3.9784998893737793,172,8771.08,1950.0
4/7/2008,3.994499921798706,163,8806.35,1848.0
4/8/2008,3.9089999198913574,341,8617.86,3867.0
4/9/2008,4.0279998779296875,191,8880.21,2166.0
4/10/2008,3.9539999961853027,226,8717.07,2563.0
4/11/2008,3.9744999408721924,160,8762.26,1814.0
4/14/2008,3.926500082015991,153,8656.44,1735.0
4/15/2008,3.8910000324249268,266,8578.18,3016.0
4/16/2008,3.98799991607666,131,8792.02,1486.0
4/17/2008,3.941999912261963,168,8690.61,1905.0
4/18/2008,3.9195001125335693,131,8641.01,1486.0
4/21/2008,3.8980000019073486,200,8593.61,2268.0
4/22/2008,4.005499839782715,206,8830.61,2336.0
4/23/2008,3.947000026702881,181,8701.64,2053.0
4/24/2008,3.8949999809265137,149,8586.99,1690.0
4/25/2008,3.9595000743865967,167,8729.19,1894.0
4/28/2008,3.9839999675750732,7249,8783.21,82204.0
4/29/2008,3.8994998931884766,4577,8596.92,51903.0
4/30/2008,3.934000015258789,2086,8672.98,23655.0
5/1/2008,3.7255001068115234,1871,8213.31,21217.0
5/2/2008,3.8580000400543213,610,8505.42,6917.0
5/5/2008,3.9784998893737793,1106,8771.08,12542.0
5/6/2008,3.9124999046325684,647,8625.58,7337.0
5/7/2008,3.86299991607666,295,8516.45,3345.0
5/8/2008,3.820499897003174,422,8422.75,4785.0
5/9/2008,3.753499984741211,689,8275.04,7813.0
5/12/2008,3.7839999198913574,684,8342.28,7757.0
5/13/2008,3.765000104904175,652,8300.39,7394.0
5/14/2008,3.7070000171661377,397,8172.53,4502.0
5/15/2008,3.760999917984009,508,8291.58,5761.0
5/16/2008,3.8464999198913574,606,8480.07,6872.0
5/19/2008,3.7955000400543213,298,8367.64,3379.0
5/20/2008,3.7904999256134033,620,8356.61,7031.0
5/21/2008,3.753499984741211,642,8275.04,7280.0
5/22/2008,3.7225000858306885,518,8206.7,5874.0
5/23/2008,3.755000114440918,518,8278.35,5874.0
5/27/2008,3.740999937057495,483,8247.48,5477.0
5/28/2008,3.7284998893737793,1015,8219.93,11510.0
5/29/2008,3.569000005722046,862,7868.29,9775.0
5/30/2008,3.628000020980835,447,7998.36,5069.0
6/2/2008,3.6089999675750732,196,7956.47,2223.0
6/3/2008,3.5859999656677246,327,7905.77,3708.0
6/4/2008,3.552999973297119,234,7833.01,2654.0
6/5/2008,3.552999973297119,408,7833.01,4627.0
6/6/2008,3.624000072479248,202,7989.54,2291.0
6/9/2008,3.6115000247955322,436,7961.99,4944.0
6/10/2008,3.556999921798706,370,7841.83,4196.0
6/11/2008,3.575500011444092,285,7882.62,3232.0
6/12/2008,3.5325000286102295,228,7787.82,2586.0
6/13/2008,3.5940001010894775,267,7923.4,3028.0
6/16/2008,3.679500102996826,198,8111.9,2245.0
6/17/2008,3.6584999561309814,138,8065.6,1565.0
6/18/2008,3.745500087738037,294,8257.4,3334.0
6/19/2008,3.7774999141693115,272,8327.95,3084.0
6/20/2008,3.8320000171661377,175,8448.1,1984.0
6/23/2008,3.813999891281128,248,8408.42,2812.0
6/24/2008,3.7934999465942383,275,8363.23,3118.0
6/25/2008,3.7855000495910645,345,8345.59,3912.0
6/26/2008,3.823499917984009,6178,8429.36,70059.0
6/27/2008,3.884000062942505,4940,8562.74,56020.0
6/30/2008,3.8954999446868896,2095,8588.1,23757.0
7/1/2008,3.922499895095825,879,8647.62,9968.0
7/2/2008,4.077499866485596,1201,8989.34,13619.0
7/3/2008,3.9630000591278076,1201,8736.91,13619.0
7/7/2008,3.865000009536743,631,8520.86,7156.0
7/8/2008,3.7125000953674316,840,8184.65,9526.0
7/9/2008,3.755000114440918,417,8278.35,4729.0
7/10/2008,3.7335000038146973,403,8230.95,4570.0
7/11/2008,3.755500078201294,359,8279.45,4071.0
7/14/2008,3.7695000171661377,242,8310.32,2744.0
7/15/2008,3.7219998836517334,557,8205.6,6316.0
7/16/2008,3.677000045776367,491,8106.39,5568.0
7/17/2008,3.734999895095825,300,8234.26,3402.0
7/18/2008,3.686500072479248,494,8127.33,5602.0
7/21/2008,3.7100000381469727,377,8179.14,4275.0
7/22/2008,3.7355000972747803,410,8235.36,4649.0
7/23/2008,3.7165000438690186,532,8193.47,6033.0
7/24/2008,3.677000045776367,384,8106.39,4355.0
7/25/2008,3.7039999961853027,283,8165.91,3209.0
7/28/2008,3.7095000743865967,215,8178.04,2438.0
7/29/2008,3.683500051498413,312,8120.72,3538.0
7/30/2008,3.679500102996826,479,8111.9,5432.0
7/31/2008,3.7165000438690186,305,8193.47,3459.0
8/1/2008,3.628499984741211,275,7999.46,3118.0
8/4/2008,3.487499952316284,206,7688.61,2336.0
8/5/2008,3.4570000171661377,220,7621.37,2495.0
8/6/2008,3.4630000591278076,186,7634.6,2109.0
8/7/2008,3.4579999446868896,168,7623.58,1905.0
8/8/2008,3.4005000591278076,157,7496.81,1780.0
8/11/2008,3.3589999675750732,170,7405.32,1928.0
8/12/2008,3.234999895095825,279,7131.95,3164.0
8/13/2008,3.367000102996826,223,7422.96,2529.0
8/14/2008,3.322999954223633,180,7325.95,2041.0
8/15/2008,3.3424999713897705,149,7368.94,1690.0
8/18/2008,3.3550000190734863,137,7396.5,1554.0
8/19/2008,3.447499990463257,165,7600.43,1871.0
8/20/2008,3.4100000858306885,171,7517.75,1939.0
8/21/2008,3.561000108718872,140,7850.65,1588.0
8/22/2008,3.508500099182129,147,7734.91,1667.0
8/25/2008,3.5190000534057617,125,7758.06,1418.0
8/26/2008,3.4784998893737793,115,7668.77,1304.0
8/27/2008,3.507499933242798,11010,7732.7,124853.0
8/28/2008,3.427000045776367,6556,7555.23,74345.0
8/29/2008,3.429500102996826,2074,7560.74,23519.0
9/2/2008,3.322499990463257,1682,7324.85,19074.0
9/3/2008,3.3540000915527344,648,7394.3,7348.0
9/4/2008,3.296999931335449,705,7268.63,7995.0
9/5/2008,3.123500108718872,867,6886.13,9832.0
9/8/2008,3.1089999675750732,1105,6854.16,12531.0
9/9/2008,3.0950000286102295,541,6823.3,6135.0
9/10/2008,3.123500108718872,368,6886.13,4173.0
9/11/2008,3.134500026702881,346,6910.38,3924.0
9/12/2008,3.2090001106262207,366,7074.63,4150.0
9/15/2008,3.184000015258789,465,7019.51,5273.0
9/16/2008,3.11299991607666,491,6862.98,5568.0
9/17/2008,3.071000099182129,533,6770.39,6044.0
9/18/2008,3.0954999923706055,406,6824.4,4604.0
9/19/2008,3.184999942779541,519,7021.71,5885.0
9/22/2008,3.2660000324249268,367,7200.29,4162.0
9/23/2008,3.1670000553131104,471,6982.03,5341.0
9/24/2008,3.121500015258789,404,6881.72,4581.0
9/25/2008,3.1454999446868896,383,6934.63,4343.0
9/26/2008,3.0794999599456787,427,6789.13,4842.0
9/29/2008,2.9175000190734863,503,6431.98,5704.0
9/30/2008,2.888000011444092,581,6366.94,6589.0
10/1/2008,2.796999931335449,309,6166.32,3504.0
10/2/2008,2.6524999141693115,349,5847.75,3958.0
10/3/2008,2.7049999237060547,298,5963.5,3379.0
10/6/2008,2.503999948501587,320,5520.37,3629.0
10/7/2008,2.5445001125335693,279,5609.66,3164.0
10/8/2008,2.366499900817871,278,5217.23,3153.0
10/9/2008,2.4240000247955322,194,5344.0,2200.0
10/10/2008,2.1565001010894775,258,4754.26,2926.0
10/13/2008,2.328000068664551,160,5132.36,1814.0
10/14/2008,2.4094998836517334,223,5312.03,2529.0
10/15/2008,2.2235000133514404,191,4901.97,2166.0
10/16/2008,2.0989999771118164,171,4627.5,1939.0
10/17/2008,2.180999994277954,173,4808.28,1962.0
10/20/2008,2.11899995803833,205,4671.59,2325.0
10/21/2008,2.006999969482422,146,4424.67,1656.0
10/22/2008,1.8509999513626099,178,4080.75,2019.0
10/23/2008,1.7955000400543213,160,3958.4,1814.0
10/24/2008,1.6749999523162842,185,3692.74,2098.0
10/27/2008,1.7860000133514404,167,3937.45,1894.0
10/28/2008,1.8415000438690186,216,4059.81,2449.0
10/29/2008,2.071500062942505,218,4566.87,2472.0
10/30/2008,1.8884999752044678,584,4163.42,6623.0
10/31/2008,1.843999981880188,257,4065.32,2914.0
11/3/2008,1.837499976158142,409,4050.99,4638.0
11/4/2008,1.9509999752044678,251,4301.21,2846.0
11/5/2008,1.8140000104904175,193,3999.18,2189.0
11/6/2008,1.722499966621399,222,3797.46,2517.0
11/7/2008,1.6924999952316284,242,3731.32,2744.0
11/10/2008,1.746500015258789,191,3850.37,2166.0
11/11/2008,1.6425000429153442,258,3621.09,2926.0
11/12/2008,1.6495000123977661,215,3636.52,2438.0
11/13/2008,1.6150000095367432,226,3560.46,2563.0
11/14/2008,1.7015000581741333,207,3751.16,2347.0
11/17/2008,1.6495000123977661,418,3636.52,4740.0
11/18/2008,1.6549999713897705,258,3648.65,2926.0
11/19/2008,1.594499945640564,467,3515.27,5296.0
11/20/2008,1.56850004196167,279,3457.95,3164.0
11/21/2008,1.5709999799728394,416,3463.46,4717.0
11/24/2008,1.6660000085830688,326,3672.9,3697.0
11/25/2008,1.6460000276565552,12116,3628.8,137395.0
11/26/2008,1.6679999828338623,12116,3677.31,137395.0
11/28/2008,1.6234999895095825,1346,3579.2,15264.0
12/1/2008,1.6035000085830688,1168,3535.11,13245.0
12/2/2008,1.5785000324249268,705,3479.99,7995.0
12/3/2008,1.5334999561309814,801,3380.78,9083.0
12/4/2008,1.4520000219345093,560,3201.11,6350.0
12/5/2008,1.3550000190734863,401,2987.26,4547.0
12/8/2008,1.4780000448226929,302,3258.43,3425.0
12/9/2008,1.4214999675750732,335,3133.87,3799.0
12/10/2008,1.468999981880188,355,3238.59,4026.0
12/11/2008,1.4865000247955322,274,3277.17,3107.0
12/12/2008,1.406000018119812,278,3099.7,3153.0
12/15/2008,1.3849999904632568,285,3053.4,3232.0
12/16/2008,1.3545000553131104,325,2986.16,3686.0
12/17/2008,1.347000002861023,348,2969.62,3946.0
12/18/2008,1.2695000171661377,337,2798.77,3822.0
12/19/2008,1.3049999475479126,298,2877.03,3379.0
12/22/2008,1.3170000314712524,425,2903.48,4820.0
12/23/2008,1.253000020980835,460,2762.39,5216.0
12/24/2008,1.247499942779541,251,2750.26,2846.0
12/26/2008,1.2745000123977661,263,2809.79,2982.0
12/29/2008,1.2970000505447388,299,2859.39,3391.0
12/30/2008,1.3070000410079956,434,2881.44,4922.0
12/31/2008,1.3949999809265137,622,3075.44,7053.0
1/2/2009,1.444000005722046,258,3183.47,2926.0
1/5/2009,1.4420000314712524,251,3179.06,2846.0
1/6/2009,1.565999984741211,136,3452.43,1542.0
1/7/2009,1.4945000410079956,226,3294.8,2563.0
1/8/2009,1.4630000591278076,231,3225.36,2620.0
1/9/2009,1.5455000400543213,197,3407.24,2234.0
1/12/2009,1.475000023841858,237,3251.81,2688.0
1/13/2009,1.5325000286102295,199,3378.58,2257.0
1/14/2009,1.4730000495910645,207,3247.41,2347.0
1/15/2009,1.4385000467300415,136,3171.35,1542.0
1/16/2009,1.5134999752044678,219,3336.69,2483.0
1/20/2009,1.4900000095367432,298,3284.88,3379.0
1/21/2009,1.4190000295639038,372,3128.36,4218.0
1/22/2009,1.38100004196167,257,3044.58,2914.0
1/23/2009,1.4574999809265137,335,3213.23,3799.0
1/26/2009,1.5720000267028809,229,3465.66,2597.0
1/27/2009,1.4700000286102295,275,3240.79,3118.0
1/28/2009,1.4804999828338623,951,3263.94,10784.0
1/29/2009,1.4500000476837158,685,3196.7,7768.0
1/30/2009,1.4620000123977661,234,3223.15,2654.0
2/2/2009,1.4234999418258667,145,3138.28,1644.0
2/3/2009,1.5149999856948853,260,3340.0,2948.0
2/4/2009,1.5240000486373901,268,3359.84,3039.0
2/5/2009,1.49399995803833,259,3293.7,2937.0
2/6/2009,1.622499942779541,188,3577.0,2132.0
2/9/2009,1.6065000295639038,240,3541.72,2722.0
2/10/2009,1.5700000524520874,231,3461.25,2620.0
2/11/2009,1.534000039100647,275,3381.89,3118.0
2/12/2009,1.5295000076293945,169,3371.97,1916.0
2/13/2009,1.534999966621399,121,3384.09,1372.0
2/17/2009,1.4205000400543213,269,3131.66,3050.0
2/18/2009,1.433500051498413,218,3160.32,2472.0
2/19/2009,1.468000054359436,442,3236.38,5012.0
2/20/2009,1.4140000343322754,234,3117.33,2654.0
2/23/2009,1.434499979019165,140,3162.53,1588.0
2/24/2009,1.4839999675750732,150,3271.66,1701.0
2/25/2009,1.5219999551773071,9073,3355.43,102888.0
2/26/2009,1.565000057220459,4051,3450.23,45938.0
2/27/2009,1.5260000228881836,1533,3364.25,17384.0
3/2/2009,1.5075000524520874,1149,3323.46,13030.0
3/3/2009,1.5959999561309814,496,3518.57,5625.0
3/4/2009,1.6855000257492065,1541,3715.89,17475.0
3/5/2009,1.6460000276565552,388,3628.8,4400.0
3/6/2009,1.6805000305175781,396,3704.86,4491.0
3/9/2009,1.6295000314712524,574,3592.43,6509.0
3/10/2009,1.6744999885559082,428,3691.64,4854.0
3/11/2009,1.6160000562667847,557,3562.67,6316.0
3/12/2009,1.6174999475479126,299,3565.97,3391.0
3/13/2009,1.6584999561309814,203,3656.36,2302.0
3/16/2009,1.7395000457763672,314,3834.94,3561.0
3/17/2009,1.7174999713897705,221,3786.43,2506.0
3/18/2009,1.7089999914169312,219,3767.7,2483.0
3/19/2009,1.7979999780654907,294,3963.91,3334.0
3/20/2009,1.787500023841858,285,3940.76,3232.0
3/23/2009,1.8320000171661377,358,4038.86,4060.0
3/24/2009,1.7984999418258667,444,3965.01,5035.0
3/25/2009,1.7970000505447388,237,3961.7,2688.0
3/26/2009,1.8494999408721924,734,4077.44,8324.0
3/27/2009,1.8335000276565552,390,4042.17,4423.0
3/30/2009,1.7610000371932983,390,3882.34,4423.0
3/31/2009,1.8389999866485596,394,4054.3,4468.0
4/1/2009,1.8454999923706055,347,4068.63,3935.0
4/2/2009,1.8880000114440918,117,4162.32,1327.0
4/3/2009,1.999500036239624,233,4408.14,2642.0
4/6/2009,1.9585000276565552,189,4317.75,2143.0
4/7/2009,1.9910000562667847,145,4389.4,1644.0
4/8/2009,1.9980000257492065,120,4404.83,1361.0
4/9/2009,2.070499897003174,110,4564.67,1247.0
4/13/2009,2.125499963760376,276,4685.92,3130.0
4/14/2009,2.115000009536743,221,4662.77,2506.0
4/15/2009,2.2035000324249268,372,4857.88,4218.0
4/16/2009,2.183500051498413,281,4813.79,3187.0
4/17/2009,2.2114999294281006,212,4875.52,2404.0
4/20/2009,2.128499984741211,232,4692.53,2631.0
4/21/2009,2.1110000610351562,171,4653.95,1939.0
4/22/2009,2.07450008392334,135,4573.48,1531.0
4/23/2009,2.013000011444092,162,4437.9,1837.0
4/24/2009,2.071000099182129,195,4565.77,2211.0
4/27/2009,2.003999948501587,138,4418.06,1565.0
4/28/2009,1.9140000343322754,6783,4219.64,76919.0
4/29/2009,2.009999990463257,6710,4431.29,76091.0
4/30/2009,2.052999973297119,1612,4526.08,18280.0
5/1/2009,2.1015000343322754,656,4633.01,7439.0
5/4/2009,2.1449999809265137,1265,4728.91,14345.0
5/5/2009,2.0845000743865967,465,4595.53,5273.0
5/6/2009,2.188499927520752,365,4824.81,4139.0
5/7/2009,2.1654999256134033,352,4774.1,3992.0
5/8/2009,2.1470000743865967,432,4733.32,4899.0
5/11/2009,2.0934998989105225,445,4615.37,5046.0
5/12/2009,2.0899999141693115,302,4607.66,3425.0
5/13/2009,2.0369999408721924,526,4490.81,5965.0
5/14/2009,2.0350000858306885,351,4486.4,3980.0
5/15/2009,2.0280001163482666,627,4470.97,7110.0
5/18/2009,2.075500011444092,708,4575.69,8029.0
5/19/2009,2.069499969482422,799,4562.46,9061.0
5/20/2009,2.1085000038146973,297,4648.44,3368.0
5/21/2009,2.053999900817871,296,4528.29,3357.0
5/22/2009,2.1024999618530273,302,4635.21,3425.0
5/26/2009,2.1475000381469727,456,4734.42,5171.0
5/27/2009,2.116499900817871,564,4666.08,6396.0
5/28/2009,2.135499954223633,819,4707.97,9287.0
5/29/2009,2.197499990463257,387,4844.65,4389.0
6/1/2009,2.319000005722046,435,5112.51,4933.0
6/2/2009,2.2964999675750732,334,5062.91,3788.0
6/3/2009,2.2114999294281006,262,4875.52,2971.0
6/4/2009,2.301500082015991,431,5073.93,4888.0
6/5/2009,2.2809998989105225,302,5028.74,3425.0
6/8/2009,2.246999979019165,226,4953.78,2563.0
6/9/2009,2.3585000038146973,284,5199.6,3221.0
6/10/2009,2.359999895095825,218,5202.9,2472.0
6/11/2009,2.437999963760376,242,5374.86,2744.0
6/12/2009,2.367500066757202,245,5219.44,2778.0
6/15/2009,2.2815001010894775,243,5029.84,2756.0
6/16/2009,2.252500057220459,128,4965.91,1452.0
6/17/2009,2.256500005722046,660,4974.73,7484.0
6/18/2009,2.2669999599456787,462,4997.87,5239.0
6/19/2009,2.245500087738037,149,4950.47,1690.0
6/22/2009,2.127000093460083,193,4689.23,2189.0
6/23/2009,2.194000005722046,144,4836.94,1633.0
6/24/2009,2.2660000324249268,158,4995.67,1792.0
6/25/2009,2.299999952316284,156,5070.63,1769.0
6/26/2009,2.2934999465942383,12356,5056.3,140117.0
6/29/2009,2.3125,6785,5098.18,76942.0
6/30/2009,2.257999897003174,3259,4978.03,36957.0
7/1/2009,2.315000057220459,1210,5103.7,13721.0
7/2/2009,2.2899999618530273,1210,5048.58,13721.0
7/6/2009,2.250499963760376,1020,4961.5,11567.0
7/7/2009,2.2139999866485596,711,4881.03,8063.0
7/8/2009,2.1480000019073486,893,4735.52,10127.0
7/9/2009,2.2265000343322754,350,4908.59,3969.0
7/10/2009,2.200500011444092,263,4851.27,2982.0
7/13/2009,2.2130000591278076,291,4878.82,3300.0
7/14/2009,2.2899999618530273,650,5048.58,7371.0
7/15/2009,2.382499933242798,354,5252.51,4014.0
7/16/2009,2.380000114440918,148,5247.0,1678.0
7/17/2009,2.4140000343322754,278,5321.95,3153.0
7/20/2009,2.4600000381469727,153,5423.37,1735.0
7/21/2009,2.44350004196167,240,5386.99,2722.0
7/22/2009,2.5179998874664307,184,5551.23,2087.0
7/23/2009,2.5190000534057617,289,5553.44,3277.0
7/24/2009,2.5169999599456787,302,5549.03,3425.0
7/27/2009,2.5399999618530273,430,5599.73,4876.0
7/28/2009,2.515000104904175,567,5544.62,6430.0
7/29/2009,2.4719998836517334,335,5449.82,3799.0
7/30/2009,2.556999921798706,284,5637.21,3221.0
7/31/2009,2.616499900817871,422,5768.39,4785.0
8/3/2009,2.7314999103546143,582,6021.92,6600.0
8/4/2009,2.7890000343322754,216,6148.69,2449.0
8/5/2009,2.80649995803833,315,6187.27,3572.0
8/6/2009,2.747499942779541,216,6057.19,2449.0
8/7/2009,2.7815001010894775,140,6132.15,1588.0
8/10/2009,2.7664999961853027,167,6099.08,1894.0
8/11/2009,2.7335000038146973,147,6026.33,1667.0
8/12/2009,2.820499897003174,97,6218.13,1100.0
8/13/2009,2.9105000495910645,193,6416.55,2189.0
8/14/2009,2.8340001106262207,198,6247.89,2245.0
8/17/2009,2.7679998874664307,213,6102.39,2415.0
8/18/2009,2.759500026702881,268,6083.65,3039.0
8/19/2009,2.756999969482422,177,6078.14,2007.0
8/20/2009,2.73799991607666,145,6036.25,1644.0
8/21/2009,2.878999948501587,127,6347.1,1440.0
8/24/2009,2.9140000343322754,276,6424.26,3130.0
8/25/2009,2.8540000915527344,122,6291.99,1383.0
8/26/2009,2.8554999828338623,143,6295.29,1622.0
8/27/2009,2.8454999923706055,17334,6273.25,196568.0
8/28/2009,2.9230000972747803,13130,6444.1,148894.0
8/31/2009,2.808000087738037,4041,6190.57,45825.0
9/1/2009,2.7964999675750732,1622,6165.22,18393.0
9/2/2009,2.802500009536743,965,6178.45,10943.0
9/3/2009,2.8434998989105225,440,6268.84,4990.0
9/4/2009,2.8434998989105225,482,6268.84,5466.0
9/8/2009,2.934499979019165,657,6469.46,7450.0
9/9/2009,2.9059998989105225,668,6406.63,7575.0
9/10/2009,2.859499931335449,414,6304.11,4695.0
9/11/2009,2.827500104904175,704,6233.56,7983.0
9/14/2009,2.7869999408721924,316,6144.28,3583.0
9/15/2009,2.8285000324249268,418,6235.77,4740.0
9/16/2009,2.9205000400543213,321,6438.59,3640.0
9/17/2009,2.880000114440918,260,6349.31,2948.0
9/18/2009,2.7709999084472656,697,6109.0,7904.0
9/21/2009,2.7925000190734863,697,6156.4,7904.0
9/22/2009,2.8524999618530273,499,6288.68,5659.0
9/23/2009,2.7964999675750732,594,6165.22,6736.0
9/24/2009,2.69950008392334,333,5951.37,3776.0
9/25/2009,2.7309999465942383,307,6020.82,3481.0
9/28/2009,2.7139999866485596,519,5983.34,5885.0
9/29/2009,2.7149999141693115,815,5985.54,9242.0
9/30/2009,2.809000015258789,408,6192.78,4627.0
10/1/2009,2.7255001068115234,316,6008.69,3583.0
10/2/2009,2.6714999675750732,244,5889.64,2767.0
10/5/2009,2.7179999351501465,163,5992.16,1848.0
10/6/2009,2.7755000591278076,190,6118.92,2155.0
10/7/2009,2.7704999446868896,184,6107.9,2087.0
10/8/2009,2.88700008392334,133,6364.74,1508.0
10/9/2009,2.8285000324249268,180,6235.77,2041.0
10/12/2009,2.8480000495910645,159,6278.76,1803.0
10/13/2009,2.7860000133514404,183,6142.07,2075.0
10/14/2009,2.8364999294281006,205,6253.4,2325.0
10/15/2009,2.8510000705718994,147,6285.37,1667.0
10/16/2009,2.8375000953674316,152,6255.61,1724.0
10/19/2009,2.9565000534057617,318,6517.96,3606.0
10/20/2009,2.922499895095825,177,6443.0,2007.0
10/21/2009,3.0264999866485596,156,6672.28,1769.0
10/22/2009,2.98799991607666,149,6587.4,1690.0
10/23/2009,3.0239999294281006,308,6666.77,3493.0
10/26/2009,2.999500036239624,196,6612.76,2223.0
10/27/2009,2.9885001182556152,133,6588.51,1508.0
10/28/2009,2.9189999103546143,912,6435.29,10342.0
10/29/2009,3.0209999084472656,923,6660.16,10467.0
10/30/2009,2.947499990463257,492,6498.12,5579.0
11/2/2009,2.937000036239624,1050,6474.97,11907.0
11/3/2009,2.947999954223633,189,6499.22,2143.0
11/4/2009,2.984499931335449,188,6579.69,2132.0
11/5/2009,2.950500011444092,155,6504.73,1758.0
11/6/2009,2.945499897003174,219,6493.71,2483.0
11/9/2009,2.9614999294281006,102,6528.98,1157.0
11/10/2009,2.9570000171661377,349,6519.06,3958.0
11/11/2009,2.9614999294281006,100,6528.98,1134.0
11/12/2009,2.94350004196167,212,6489.3,2404.0
11/13/2009,2.9684998989105225,100,6544.41,1134.0
11/16/2009,3.1005001068115234,260,6835.42,2948.0
11/17/2009,3.1040000915527344,142,6843.14,1610.0
11/18/2009,3.1075000762939453,155,6850.86,1758.0
11/19/2009,3.078000068664551,81,6785.82,919.0
11/20/2009,3.1050000190734863,322,6845.35,3651.0
11/23/2009,3.133500099182129,210,6908.18,2381.0
11/24/2009,3.111999988555908,524,6860.78,5942.0
11/25/2009,3.1659998893737793,21275,6979.83,241258.0
11/27/2009,3.0934998989105225,15004,6819.99,170145.0
11/30/2009,3.1484999656677246,5037,6941.25,57120.0
12/1/2009,3.2035000324249268,2128,7062.5,24132.0
12/2/2009,3.2314999103546143,1681,7124.23,19063.0
12/3/2009,3.2195000648498535,644,7097.77,7303.0
12/4/2009,3.2135000228881836,597,7084.55,6770.0
12/7/2009,3.184999942779541,680,7021.71,7711.0
12/8/2009,3.1394999027252197,619,6921.4,7019.0
12/9/2009,3.0980000495910645,636,6829.91,7212.0
12/10/2009,3.0794999599456787,611,6789.13,6929.0
12/11/2009,3.109999895095825,594,6856.37,6736.0
12/14/2009,3.130000114440918,347,6900.46,3935.0
12/15/2009,3.121000051498413,428,6880.62,4854.0
12/16/2009,3.186000108718872,516,7023.92,5851.0
12/17/2009,3.1105000972747803,577,6857.47,6543.0
12/18/2009,3.121000051498413,739,6880.62,8380.0
12/21/2009,3.140500068664551,157,6923.61,1780.0
12/22/2009,3.119999885559082,251,6878.41,2846.0
12/23/2009,3.184499979019165,447,7020.61,5069.0
12/24/2009,3.2709999084472656,264,7211.31,2994.0
12/28/2009,3.316499948501587,226,7311.62,2563.0
12/29/2009,3.2960000038146973,587,7266.43,6657.0
